Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/GAIL Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Policy/GAIL Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate
30000,1.4216268,0.0848828108072008,896.1724137931035,0.029535739,0.122078694,0.20748506,-0.05836436152458191,4.1406436786055565,8.35383949960981,0.019507365,0.031893797,0.000299437,0.23034196,0.2218616,2.4687421,0.38416442,0.60484374
60000,1.4282889,-0.060155532456216555,866.8611111111111,0.008404243,0.21812522,0.9045268,0.08139432966709137,1.6748422450489469,10.124560991923014,0.019342981,0.03258728,0.00029861447,0.06422218,0.25043288,1.2515911,0.38051322,0.6096807
90000,1.4292015,-0.3969293439646101,912.9705882352941,-0.05441821,0.118628904,1.0464298,-0.3969471209189471,0.8779466073302662,9.452395930009729,0.007924053,0.034607727,0.00029773667,0.037378687,0.24424876,1.1358969,0.361823,0.6332288
120000,1.4311737,-0.20483118624406416,890.71875,0.06891927,0.07627884,1.0743496,-0.2289091691826329,0.5770226495735573,9.181476672490438,0.008078561,0.03133309,0.00029686737,0.026664486,0.22675443,1.0981865,0.36024275,0.64903617
150000,1.4339267,0.03836576805250453,828.7142857142857,0.0961131,0.04942088,1.0817152,0.07478228912634008,0.38330910311025734,8.19102178251042,0.0060235094,0.03283525,0.00029596858,0.019756656,0.215183,1.0042448,0.34600464,0.6655438
180000,1.444838,-0.8928181240088165,969.969696969697,0.011606402,0.03969409,0.955699,-0.9018471468897427,0.36776876986465035,9.105428969158845,0.003803029,0.034753,0.00029503697,0.016132554,0.20135818,0.9613295,0.331261,0.6935709
210000,1.4533607,-0.555367678957766,921.5483870967741,-0.041945986,0.037394922,1.133964,-0.5405534148216248,0.3130219794809818,9.884199861685435,0.0071578324,0.029769361,0.0002941489,0.014898337,0.19223201,1.0617522,0.37539375,0.6605863
240000,1.4404111,0.4000526909983723,801.2368421052631,0.09474653,0.038324613,1.1181294,0.3641588718463213,0.2412461725374063,8.849721575394655,0.015839502,0.031226305,0.00029325532,0.013686171,0.20732881,1.0619935,0.39297593,0.65754026
270000,1.4520696,-0.07325552508458107,841.3055555555555,0.08115681,0.027769128,1.1361063,-0.046788666929517476,0.2570136801472732,8.566199122156416,0.011132415,0.031878058,0.0002923458,0.013291448,0.23248065,0.9859328,0.36261615,0.68561935
300000,1.4650983,-0.5098726686573531,914.4242424242424,0.022068981,0.024642617,0.92861545,-0.5242765370537253,0.21788888304110834,8.181935766163994,0.0049611856,0.029550914,0.00029144916,0.010878133,0.2556993,0.8885591,0.3205209,0.72189295
330000,1.4616399,0.25846476302831434,872.4117647058823,0.062629886,0.02793745,0.9659462,0.2965877995346532,0.2053839719402745,7.756840395204948,0.0110003045,0.034398545,0.0002905427,0.010887452,0.26851168,0.85260075,0.31426764,0.7444122
360000,1.4602458,0.6513948016972312,797.2105263157895,0.1491155,0.028298939,1.0691627,0.6090614734551846,0.19564559468283102,7.470097512770922,0.020030515,0.03286071,0.00028965843,0.011382044,0.24987957,0.9174424,0.34151247,0.71880805
390000,1.4846463,0.5008684708656418,766.2105263157895,0.20292304,0.024644844,1.048421,0.5468215539648726,0.16700552741216645,7.263110784260002,0.014096462,0.031985242,0.00028875459,0.010245214,0.2624641,0.9391933,0.35050026,0.7035463
420000,1.5031723,-0.15999422147038525,855.7428571428571,0.08558048,0.023049219,0.9160279,-0.16285722936902727,0.1665775378899915,7.623479848248618,0.0070787794,0.030709306,0.00028783237,0.008965714,0.3080347,0.87448287,0.31767794,0.7209717
450000,1.5351479,0.8837610403400216,753.9756097560976,0.27676395,0.026198367,0.93397653,0.8862048227612566,0.15161490440368652,6.602304552113864,0.012272867,0.034574125,0.0002869414,0.009401497,0.32163557,0.87393975,0.31884894,0.72606415
480000,1.5373104,0.39873944895842933,836.1818181818181,0.14770177,0.026698684,0.9513679,0.3517351886805366,0.19179577194154263,7.478215838179869,0.016276011,0.03266874,0.0002860511,0.010932229,0.32239124,0.8997729,0.32692698,0.7080731
510000,1.5581794,-0.6030881691767718,933.8529411764706,0.03150327,0.023971055,0.83478236,-0.5910728086124767,0.20154202317423892,7.778133522380482,0.004631731,0.031074971,0.00028517767,0.010242912,0.3617288,0.8609652,0.30178282,0.7202856
540000,1.6321968,0.5714000761488731,796.6944444444445,0.15270042,0.023084017,0.8985408,0.5289404891632699,0.19432700364976316,7.280052075514922,0.00931732,0.033136204,0.00028425615,0.011202514,0.37373,0.883746,0.31960613,0.7125985
570000,1.6999053,0.4291282623274198,813.0512820512821,0.22924528,0.022431523,0.93320036,0.4667315185070038,0.17841337406762728,7.0927866003231,0.013231014,0.031543087,0.00028335364,0.010619663,0.40757087,0.89690727,0.32715753,0.7077828
600000,1.6750715,0.6724103191499569,787.7692307692307,0.20099881,0.020936368,0.8703311,0.6306049540638924,0.14445397441741079,6.329248096048832,0.009765135,0.03225475,0.00028245233,0.008548431,0.419529,0.8370601,0.29523808,0.72707623
630000,1.731737,0.08013553226614491,853.9677419354839,0.10210519,0.019932324,0.87115353,0.08013542813639488,0.17463189213266295,7.4824490028042945,0.009904201,0.032695446,0.00028155846,0.009628153,0.45372978,0.8576911,0.29842174,0.719389
660000,1.7381579,0.4330238611243355,806.047619047619,0.17502248,0.021061584,0.91278213,0.470409672434737,0.1717291209937596,6.756048847989338,0.0100122,0.03283266,0.00028066983,0.01012064,0.4677407,0.87139946,0.30521846,0.7068186
690000,1.8460191,0.9285314910916246,770.1142857142858,0.25543407,0.025565872,0.9282025,0.8721888247463438,0.16940295230597258,6.346318314472835,0.019225579,0.03529413,0.0002797748,0.010291302,0.49275038,0.8458134,0.29584968,0.7129405
720000,1.8405468,-0.5502847914044238,966.8181818181819,-0.010486956,0.023154367,0.6991389,-0.536243824288249,0.220443116966635,6.514505982398987,0.0075125247,0.03264248,0.0002788442,0.01105842,0.5479279,0.73396623,0.2482008,0.7434102
750000,1.8131726,1.0207948104687508,754.2105263157895,0.15322804,0.029916411,0.8487299,1.0208052302661694,0.1965083621050182,5.655119660653566,0.013475285,0.03196424,0.0002779461,0.012564839,0.4908861,0.81273335,0.27556816,0.7162862
780000,1.8536994,-0.15845877309252768,868.7647058823529,0.11567849,0.02589829,0.81535697,-0.18250293901988437,0.21485156419969695,6.8183328426309995,0.009062083,0.030885933,0.00027704213,0.011507313,0.563755,0.7919104,0.266713,0.7248284
810000,1.856021,0.6999463882462672,798.6341463414634,0.21614538,0.027299855,0.8234616,0.742429880797863,0.18840996662620454,6.228760015964508,0.02080433,0.03077089,0.0002761335,0.011589181,0.49405086,0.81569237,0.27922016,0.72276
840000,1.8680779,0.965834353385227,810.0,0.297939,0.03521782,0.82213926,0.9112443758381737,0.20264993341859533,6.302202355323566,0.019418182,0.032496396,0.0002752382,0.011857615,0.54083437,0.80220497,0.27306283,0.72155356
870000,1.8022485,1.3699909699260553,663.0,0.41980916,0.02392034,0.8110759,1.3699908771298148,0.14534901662475683,4.466599277474663,0.01643029,0.032493588,0.00027433017,0.010300467,0.38890868,0.7347774,0.24891521,0.7426252
900000,1.8238952,1.6646000419586555,630.204081632653,0.5995915,0.015030946,0.8997354,1.6645999477834117,0.1427843832905043,4.7921367889764355,0.01762067,0.034050297,0.0002734559,0.010817225,0.4183951,0.7893009,0.27092546,0.72542393
930000,1.8354925,0.07994712578853497,856.8823529411765,0.054303274,0.01857528,0.74238026,0.11267268296444055,0.1714178625155579,5.799149300112869,0.012079771,0.03418325,0.00027254454,0.010006446,0.508426,0.7206376,0.24417016,0.750184
960000,2.0167437,0.337000060672596,819.5526315789474,0.100569144,0.02298265,0.73816913,0.3369946966045781,0.19802238493177451,5.920973730714698,0.009079666,0.030583998,0.00027164986,0.011306822,0.6430704,0.7565437,0.2546839,0.73404104
990000,2.0037222,1.4342714937412806,678.8571428571429,0.34548268,0.02158302,0.83676106,1.3776650373325792,0.15607622889585274,4.834283691506053,0.016751384,0.032607812,0.0002707499,0.011021702,0.64463496,0.7503083,0.25462216,0.7401939
1020000,1.9877206,0.6924769566409313,795.9230769230769,0.19663255,0.022505246,0.7286395,0.7370104068203976,0.17063255987963394,5.211983139577665,0.010808817,0.034146193,0.00026985706,0.010606378,0.60409254,0.70471126,0.23715802,0.74978137
1050000,2.0367098,1.01863435324797,788.5428571428571,0.21788108,0.026280405,0.7613816,0.9625666273964776,0.1728986910958257,5.329402868946393,0.013657708,0.031415302,0.00026897175,0.010615492,0.6720744,0.6989976,0.23199445,0.75853413
1080000,2.0599024,1.9454250556415598,649.125,0.5682211,0.030213956,0.89996463,2.008089303970337,0.15450876166528843,4.757018089294434,0.02380237,0.033610303,0.0002680702,0.011660242,0.67200047,0.7514991,0.25417218,0.74244416
1110000,2.0040925,2.0867556244718597,575.0925925925926,0.8260339,0.028201386,0.8341951,2.0867444331999176,0.1415348460432142,4.592301930542345,0.024566483,0.029691944,0.0002671785,0.011999114,0.62443775,0.7741311,0.26429492,0.7381882
1140000,2.0878959,2.05054123465579,585.5882352941177,0.84278655,-0.0010479656,0.6754857,1.991892288510616,0.16080314895281425,4.069691005807656,0.02827509,0.028651444,0.0002662708,0.012950801,0.67773056,0.72799426,0.24788548,0.75474465
1170000,2.0876868,1.452702657771461,707.5128205128206,0.46028835,0.01681219,0.6115611,1.4527025452026954,0.17370915337680623,4.69319426936981,0.02333158,0.03291675,0.0002653603,0.012209687,0.66576016,0.6712622,0.22087018,0.76559794
1200000,2.1864839,1.7018480538480798,626.86,0.68408793,0.01340846,0.5474892,1.7018479323387146,0.16486198246479034,3.9380363386869432,0.027303794,0.029865602,0.00026445236,0.012617571,0.6957371,0.6547762,0.21864288,0.7747742
1230000,2.5348976,1.558187034122808,646.9782608695652,0.62101275,0.0021149903,0.46676576,1.6150355736414592,0.17218007083154388,3.7231890943315293,0.020330546,0.033160668,0.00026353775,0.013084387,0.9246367,0.6242019,0.20424056,0.78545004
1260000,2.537458,1.3916255499906913,634.8297872340426,0.6561655,0.012173192,0.4192998,1.3916169519120074,0.16197919189692178,3.853314532878551,0.022098444,0.03088365,0.00026264877,0.012785896,0.939341,0.6289079,0.20854741,0.79113525
1290000,2.4890633,0.5897526912908928,795.7105263157895,0.23619245,0.02235283,0.45762986,0.5489998979446216,0.20981796539555758,4.503471631652269,0.019753706,0.03256759,0.00026176104,0.01255948,0.91820633,0.56672376,0.18787636,0.80978215
1320000,2.6538475,1.420966739104534,701.5,0.35367978,0.030128479,0.5398769,1.480004871763834,0.19142810843612362,4.282261692169236,0.017169131,0.03195824,0.00026083612,0.013385313,1.0056355,0.58637077,0.18897979,0.8022959
1350000,2.6228611,0.7046789930529102,828.1052631578947,0.23659366,0.026947223,0.4595008,0.6609794252958053,0.2251182253448627,4.82685002990258,0.018225191,0.031453773,0.0002599333,0.012974462,0.97951835,0.5569368,0.18531789,0.81554633
1380000,2.722187,0.8812211437823287,770.0263157894736,0.30911797,0.029074783,0.48912734,0.9320486107388058,0.2191555219375201,4.804961790909639,0.020955639,0.028707787,0.0002590183,0.014083001,1.0125521,0.6089299,0.19415863,0.79769206
1410000,2.5782943,2.077480832378709,584.8269230769231,0.86734164,0.032903567,0.5235224,2.0194263975575284,0.17518694229634865,3.9600074847914137,0.023421098,0.032144025,0.0002581366,0.014299244,0.84776485,0.62594604,0.20904917,0.78867143
1440000,2.6253722,2.4950630510785334,553.8703703703703,0.8812449,0.028212007,0.6254688,2.560996229918498,0.161678031130852,3.535835515549582,0.027077565,0.03069839,0.00025723974,0.014474669,0.870918,0.62898105,0.20899677,0.7898948
1470000,2.5877523,2.1225149952159437,631.6595744680851,0.67937213,0.021880101,0.67553866,1.995914876461029,0.19931094923076478,3.987650195968912,0.02774088,0.032436553,0.00025635294,0.014918781,0.8029079,0.6160855,0.20239316,0.791533
1500000,2.681829,1.6465250659933492,637.7083333333334,0.8236458,0.01437548,0.86481464,1.7704999881486099,0.18558884119071686,4.122319924334685,0.023777215,0.03248979,0.00025545157,0.014822947,0.8338182,0.61320055,0.201537,0.7952283
1530000,2.8860939,1.431107759301085,708.6410256410256,0.48207006,0.010086827,0.76164436,1.3703299805521965,0.20283162402920424,3.79208927154541,0.022398857,0.0309031,0.00025455697,0.0141476,1.0321329,0.5731518,0.17935139,0.798916
1560000,2.7249277,1.9819616259944899,593.8461538461538,0.69943047,0.018851241,0.949682,2.0404156808759653,0.18387857102104188,3.6811819944311592,0.025181614,0.03187796,0.00025363872,0.015289332,0.9668887,0.6000394,0.19980253,0.8011299
1590000,2.6569226,2.549303390787827,524.6,0.8992159,0.008049123,0.9877137,2.5493132879336673,0.15903246885476013,3.376475481192271,0.029393077,0.030199613,0.00025274616,0.014674769,0.9412768,0.6270271,0.20552148,0.79208046
1620000,2.6731696,1.9538955306035695,644.8863636363636,0.7326292,0.011898929,0.9285764,1.828331780704585,0.2057194646701894,4.052734870802272,0.03228055,0.029358497,0.00025183833,0.0151796825,0.92233974,0.59529054,0.19066654,0.7983844
1650000,2.6948874,2.6186800661843637,511.8666666666667,0.89891106,-0.0043209484,1.0872886,2.6499311454960557,0.14831296913325787,3.4625437723808603,0.037692796,0.0352164,0.00025091702,0.014044562,0.9202775,0.63882554,0.20723929,0.78903306
1680000,2.8581245,2.340957516229382,619.531914893617,0.83163226,-0.0073436536,1.0220292,2.340957410792087,0.17246215695396383,3.827197679813872,0.032650683,0.03273575,0.0002500214,0.013828773,0.98180807,0.60807556,0.19613305,0.7938551
1710000,2.7640588,2.8621810093094293,511.3015873015873,1.0766991,0.006737885,1.1667925,2.924464479569466,0.15305310423155466,3.2138880327824624,0.03955438,0.033897113,0.00024913822,0.015150586,0.8918512,0.61424434,0.19957267,0.7970134
1740000,2.8259,3.083056306613571,426.859375,1.3375443,0.01349461,1.2970598,3.0008531268686056,0.13110163625970017,2.6161007923074067,0.03160202,0.03280415,0.00024823524,0.014565034,0.9403935,0.5872787,0.19020322,0.8033465
1770000,2.8193505,2.517793723431486,497.06349206349205,1.2427315,0.016138526,1.2571334,2.6013110762550715,0.14562695568043088,3.124514614305799,0.03979212,0.034031197,0.0002473354,0.014265269,0.9380834,0.5839643,0.19136366,0.8063046
1800000,2.8059223,3.241657653011895,445.25757575757575,1.339078,0.014761435,1.3473061,3.17834925473626,0.14395299390542196,2.7733108535853783,0.055343207,0.035711024,0.00024643916,0.016005818,0.89743674,0.61692166,0.20237699,0.794802
1830000,2.7305892,3.640415454417682,390.7564102564103,1.472022,0.025128268,1.2251133,3.640415383455081,0.1333058214483735,2.473621492775587,0.05390032,0.033166703,0.00024554456,0.016820539,0.8171704,0.61037934,0.20303829,0.79836524
1860000,2.6157215,3.4653282436842208,378.64102564102564,1.6477244,0.033245392,1.2967719,3.5233168470395078,0.1233458557368752,2.460711391013745,0.04447828,0.031489026,0.00024463964,0.016296703,0.733021,0.60672283,0.1993899,0.7971275
1890000,2.7538424,3.230453588696677,420.77464788732397,1.483951,0.03374864,1.077633,3.1717000015907817,0.14186143882883093,2.5236249797874026,0.04978793,0.032678965,0.00024375226,0.016396564,0.8559697,0.5662539,0.1872187,0.8106263
1920000,2.7730248,2.4092333922273137,545.1666666666666,1.151006,0.040089745,0.7690497,2.4092333051893444,0.17898545493544252,2.864558873353181,0.03336362,0.031913582,0.000242871,0.016343089,0.79325145,0.5465701,0.17532748,0.81502426
1950000,2.7349007,2.8513111704542387,479.41269841269843,1.1828066,0.048888955,0.87026095,2.8513110932849703,0.16226847427860197,2.5563818372431255,0.03227206,0.033341665,0.00024196328,0.016313769,0.84359735,0.5097467,0.16555572,0.8314283
1980000,2.6108925,3.4883441946921643,444.4852941176471,1.3434044,0.060393065,1.3601521,3.4883440995917603,0.14136294072137817,2.72773339555544,0.06300956,0.036109407,0.00024105428,0.01572421,0.69628227,0.5809375,0.19424039,0.8130593
2010000,2.7347376,2.9752508056525544,440.1641791044776,1.3478765,0.055132687,1.1516149,3.0354757778572314,0.14546446318766384,2.444167184558782,0.05106128,0.03733152,0.00024014364,0.016543174,0.7627829,0.52948415,0.17276597,0.8219619
2040000,2.7274644,3.313723329221431,419.54794520547944,1.17742,0.053339045,1.0063726,3.2329780786004787,0.1477973041928386,2.5767594249281163,0.047895856,0.03125558,0.00023922784,0.016918842,0.6941944,0.5394664,0.1773414,0.82413906
2070000,2.6916902,3.3655231409491253,379.78205128205127,1.5761203,0.05554124,1.1672397,3.3848810173288175,0.14125140862468677,2.267967514599426,0.056289654,0.03472784,0.00023833025,0.018373717,0.7328555,0.57444614,0.18581809,0.8099307
2100000,2.813687,3.213033830349004,391.2207792207792,1.6470166,0.052989487,1.0841035,3.213033780649111,0.14579867034569963,2.106816002397568,0.043767493,0.03484385,0.00023744466,0.01844755,0.80282277,0.52907807,0.17821833,0.8263646
2130000,2.7766833,3.4278685575379426,393.1095890410959,1.3835437,0.06787026,1.0021161,3.412705553074678,0.15140791565904188,2.400132805109024,0.044193957,0.03066496,0.0002365612,0.018704759,0.75896865,0.5403274,0.17359604,0.8204365
2160000,2.909733,2.9533943302343166,427.07142857142856,1.3949105,0.08079481,1.002414,2.9754534565227133,0.15261081044732686,2.2087616851212273,0.0411557,0.030497411,0.00023568106,0.017860357,0.8884016,0.5072106,0.1640158,0.830499
2190000,2.8548055,3.2979683295272437,387.6707317073171,1.4534774,0.072288774,1.2049094,3.3510271428543845,0.14695459699695124,2.165515508548713,0.054510154,0.031749215,0.00023475957,0.018851275,0.8295968,0.50945944,0.16043137,0.8362456
2220000,2.8414865,3.503426138899817,397.05797101449275,1.3321503,0.083080254,1.1560574,3.421304358088452,0.1574353315408571,2.3175783517999924,0.055107288,0.029749004,0.00023384173,0.018860597,0.83746994,0.52386975,0.17344277,0.8287614
2250000,2.8685126,3.188407952157592,417.14473684210526,1.4916843,0.11046234,1.166564,3.264276270803652,0.14003042923286557,2.1044619138303555,0.03686011,0.03309274,0.00023294227,0.017132968,0.8262645,0.49247438,0.1590243,0.8366829
2280000,2.9036987,3.565544616247784,343.2289156626506,1.5546454,0.12546267,1.4864633,3.5100094846316745,0.13500922528051196,2.0938724683863774,0.064099446,0.032965276,0.0002320527,0.01904933,0.7744927,0.5364245,0.17868887,0.8255505
2310000,2.8909893,3.908337452042774,316.07070707070704,1.8907619,0.15376972,1.958567,3.8988653342334594,0.12258278517698755,1.8371137175328878,0.084142506,0.029987494,0.00023114265,0.019073348,0.76347244,0.528524,0.1746113,0.8268343
2340000,2.953298,3.1008187140763037,412.94666666666666,1.5700866,0.110416375,1.6489403,3.178637318611145,0.14627663063506285,2.099554646809896,0.056919977,0.030386401,0.0002302322,0.01783019,0.7584304,0.47369415,0.15187794,0.84189916
2370000,3.0669804,3.448982556840747,353.825,1.6732988,0.07711993,1.7723314,3.3749049700796605,0.13337085235398263,2.013730553537607,0.06162372,0.030132484,0.00022935541,0.017796928,0.79045135,0.4870764,0.16083519,0.8442873
2400000,2.9734313,3.514845382189378,400.2,1.544927,0.07775199,1.6479443,3.5334184169769287,0.1381265613691587,2.030796939409093,0.06415463,0.03208023,0.00022847428,0.01708666,0.78563046,0.48786893,0.15690038,0.8365997
2430000,2.9684634,3.6307488249438435,359.8780487804878,1.6732885,0.059877243,1.7051574,3.6307487167963166,0.1255509923467776,1.8792552321058948,0.07284483,0.03444836,0.00022758132,0.017335294,0.73599535,0.46508616,0.15077949,0.84654033
2460000,2.9795988,3.047686636798673,436.3731343283582,1.3925416,0.055948507,1.3256649,3.0476865786225047,0.1375662240046841,2.1775139205491363,0.051314138,0.029608896,0.00022667613,0.015416522,0.776142,0.43798858,0.14081709,0.8556223
2490000,3.039448,2.2906146228056805,524.7272727272727,1.0776755,0.047878392,1.1061759,2.243211097187466,0.1661042201988123,2.816283766594198,0.038607683,0.032759793,0.00022574856,0.015619272,0.8616075,0.44632965,0.1450554,0.8580921
2520000,3.067563,3.185800058025798,409.46153846153845,1.3148874,0.083591156,1.2258393,3.195728220236607,0.142266587067682,2.0306408915382166,0.057840466,0.030109676,0.00022483153,0.01748787,0.8336929,0.46213934,0.15026101,0.8483452
2550000,2.9810805,3.640644736875444,358.50588235294117,1.7530466,0.12307776,1.5758865,3.645706887855086,0.13211381600000138,1.8546942654823841,0.05364556,0.032277282,0.00022392586,0.0180119,0.7906062,0.45628226,0.14895047,0.8538918
2580000,3.0588923,3.633200049254635,345.3855421686747,1.7793891,0.10409054,1.343818,3.633199979023761,0.13110054590660764,2.0118160572755768,0.051077086,0.032815315,0.00022305691,0.018624255,0.8006101,0.47057226,0.15100473,0.8476982
2610000,3.0584686,3.070578850156656,466.3030303030303,1.2149134,0.09032608,1.092274,3.1331968949391293,0.18387181194355853,2.096149017948371,0.047729567,0.029884478,0.00022217575,0.019728068,0.80466896,0.43078518,0.13988712,0.8561976
2640000,3.0246022,3.363880580451601,378.038961038961,1.5624156,0.12545799,1.2314346,3.294646755441443,0.1532953894733415,1.7316546418837138,0.04638373,0.03633221,0.00022125292,0.019718546,0.7203153,0.43665645,0.14475878,0.85860413
2670000,3.101871,3.236440601022804,404.52702702702703,1.3475038,0.07615919,1.0155194,3.2510400128364565,0.166899951522549,2.006315350929896,0.0516758,0.031343523,0.00022036127,0.020388694,0.80777764,0.43384808,0.13943142,0.8602881
2700000,3.0085907,3.7156084047575555,337.6875,1.8213065,0.10657037,1.3172146,3.7033410643276414,0.1520254106701989,1.5867077253366773,0.051153384,0.031664677,0.00021945826,0.022081194,0.71373844,0.44072485,0.14407852,0.8571902
2730000,3.1367512,3.755154710696855,358.5733333333333,1.7220776,0.118152685,1.1452327,3.754898632367452,0.15575795356184244,1.6542456066608429,0.048630074,0.030284384,0.00021855276,0.021215376,0.72318447,0.40788105,0.13397682,0.8650989
2760000,3.0725102,3.5143476617804916,375.32142857142856,1.6160525,0.1256646,1.3603886,3.530651737661923,0.16362017088514916,1.786291362958796,0.057831414,0.029786065,0.00021764418,0.021839434,0.6763198,0.43517542,0.13898106,0.8582266
2790000,3.0503848,4.051043066849102,338.35483870967744,1.918577,0.14370203,1.5906768,4.046202168516491,0.16292596691915684,1.785970781646345,0.08013749,0.03040686,0.00021672064,0.024165371,0.6781161,0.47683537,0.1607931,0.8469019
2820000,3.0539548,3.813495309258932,339.25,1.8716446,0.1749434,1.6961892,3.8789238312414716,0.1498585832970483,1.6838763771312577,0.056633078,0.029759139,0.00021585269,0.022136418,0.6368054,0.4411452,0.14267884,0.857023
2850000,3.0163949,3.834806575630469,323.0108695652174,1.874661,0.15680316,1.6683087,3.782823636967649,0.16620568055859816,1.621859844012927,0.055475347,0.030795211,0.00021494932,0.024689117,0.6382202,0.4431401,0.1439279,0.85614884
2880000,2.981727,3.3882480516377838,402.8,1.5160618,0.13873073,1.505015,3.388248005708059,0.19861411340534688,1.6614404191573462,0.059430238,0.029868852,0.00021404929,0.02414737,0.6300465,0.39120162,0.126716,0.8718122
2910000,3.043661,3.6772361775468503,385.75,1.4974229,0.1406977,1.5180347,3.677236124045319,0.19735045539629129,1.6352825110985174,0.060572807,0.032625034,0.00021314477,0.025201747,0.70275444,0.39052242,0.12766758,0.87381643
2940000,3.0768037,3.6777934690749983,324.6703296703297,1.7330102,0.17012416,1.7406288,3.67779341503814,0.17285352171101903,1.508965769189072,0.06459518,0.033859607,0.00021222046,0.02624139,0.67293495,0.4115062,0.13137397,0.86490697
2970000,3.122496,3.4520609144394414,340.5978260869565,1.7144368,0.12948862,1.4704689,3.4354812922058526,0.17606018780433869,1.404362556862307,0.0571959,0.032158174,0.00021133738,0.025141798,0.6931718,0.386532,0.12398381,0.8724728
3000000,3.0647266,3.7684021369724783,307.8020833333333,2.073557,0.12917043,1.7083486,3.7806948349647915,0.1501741427736184,1.4144910027071373,0.053246602,0.0306076,0.00021043158,0.024205822,0.6848965,0.4056353,0.13181113,0.8668095
3030000,3.1070297,3.5922988750405187,355.05882352941177,1.684762,0.12281004,1.3511909,3.646966639728773,0.18726835202514416,1.5270273483225278,0.06131306,0.03289072,0.00020954438,0.026490573,0.68638605,0.387238,0.1286824,0.87737393
3060000,3.0739105,3.7398667258329668,350.89285714285717,1.7961906,0.11115174,1.3984047,3.684105878717759,0.184156915194848,1.5358799872152946,0.05409653,0.032526877,0.00020865309,0.02548474,0.685963,0.38899198,0.12748824,0.873197
3090000,3.1011198,3.735116745477626,319.25,1.9979466,0.14095642,1.4517407,3.7282526568362586,0.177795268752073,1.3349658095522932,0.05551326,0.031671736,0.00020773722,0.027507152,0.70256495,0.38963315,0.12762438,0.8726539
3120000,3.0733755,4.111405597508026,276.6296296296296,2.0703044,0.16370994,1.2801267,4.1098926056314395,0.15729709490443822,1.317046424580945,0.05931025,0.031207373,0.00020684913,0.02848622,0.6535266,0.40930492,0.1332964,0.8694252
3150000,3.084777,3.9221936157017057,307.1182795698925,1.8420717,0.16384326,1.2153698,3.91820433831984,0.1766956643031169,1.3745650946292827,0.06666959,0.035453573,0.00020595937,0.027225805,0.580716,0.40380758,0.13448633,0.8701421
3180000,3.1715512,3.5362630817190106,340.0108695652174,1.8275075,0.16836321,1.1356076,3.551159131911493,0.17214967160465655,1.2496692060382777,0.049663905,0.03212024,0.00020504899,0.025658866,0.6440196,0.35971466,0.11689141,0.8835649
3210000,3.0322392,4.194621727658402,247.14166666666668,2.3019118,0.23876426,1.5107709,4.23910757423449,0.13713304422983602,1.0751514883101487,0.06621295,0.027891306,0.0002041467,0.028005889,0.59695774,0.3977762,0.13136333,0.8695754
3240000,3.1131845,3.9838952257528786,274.59223300970876,2.0717301,0.18286686,1.4543917,3.9350192627081504,0.14885114004405645,1.1982839242197,0.056967963,0.033584103,0.00020323998,0.025691954,0.62977916,0.38887683,0.12655924,0.8748707
3270000,3.1034687,3.7632343308287783,294.9809523809524,1.9840145,0.11191556,1.3857117,3.7552538668880096,0.1493367269823256,1.222420719380562,0.063959055,0.03301001,0.0002023484,0.025270445,0.5813999,0.39239195,0.12714443,0.871961
3300000,3.057033,3.825139274906998,312.30392156862746,1.9963201,0.092117,1.2689393,3.8809549265048084,0.1664893872072628,1.3574915708718347,0.051983777,0.031926997,0.00020146664,0.026785942,0.6117744,0.37197164,0.1232015,0.88241756
