Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
60000,1.4677988,-0.0847901,0.00088512676,0.0705504,0.00029905263,-0.9478325852031383,972.8367346938776,-0.9478326978123918
120000,1.5347077,-0.08240158,0.0014000969,0.06819617,0.00029727363,-0.8842460871736806,960.9384615384615,-0.8842461968270632
180000,1.6311741,-0.09028432,0.0020031435,0.07236911,0.000295476,-0.7981353209600247,936.8307692307692,-0.7981354321997899
240000,1.9311491,-0.08489732,0.0011816522,0.06826532,0.00029370797,-0.832087432299204,941.953125,-0.8320875402423553
300000,2.0699718,-0.0870955,0.0017323411,0.067142166,0.00029191765,-0.7354327226775702,917.5573770491803,-0.73543282952465
360000,2.3593466,-0.08759842,0.0014092112,0.06846274,0.00029010331,-0.7529593109518373,925.703125,-0.7490444856858443
420000,2.5396311,-0.06461116,0.001975722,0.06979374,0.00028831002,-0.5941028822611877,874.2352941176471,-0.5999797525937143
480000,2.575226,-0.0776021,0.0012926996,0.069523804,0.00028652078,-0.8258805791699542,939.9032258064516,-0.8258806860615169
540000,3.0985746,-0.08284909,0.0011987573,0.0704932,0.00028470164,-0.7958635693939868,932.530303030303,-0.795863675461574
600000,3.4235702,-0.062277716,0.002528638,0.06971037,0.00028288367,-0.5740506842119077,858.9104477611941,-0.5740507845002324
660000,9.17464,-0.0795999,0.0010733235,0.078203864,0.00028109358,-0.7640612282928252,910.8709677419355,-0.7640613333111809
720000,11.379637,-0.09417206,0.00079303456,0.08318351,0.00027930018,-0.8246211470640529,931.0757575757576,-0.824621254521789
780000,5.252857,-0.084833674,0.000539945,0.0677169,0.00027748095,-0.8666062835774417,946.8412698412699,-0.8666063913158955
840000,3.5100758,-0.09511095,0.0007977508,0.06874981,0.00027569657,-0.8234593115334974,933.578125,-0.8234594187233597
900000,3.4500253,-0.08640668,0.00087229797,0.069715485,0.00027391102,-0.8151257409833395,929.3387096774194,-0.8151258490979671
960000,5.66882,-0.09352039,0.00020096084,0.07004163,0.0002720947,-0.9179704239349583,968.1147540983607,-0.9179705352690376
1020000,7.322052,-0.08151897,0.0017476331,0.06762124,0.00027028043,-0.7915561834668097,932.96875,-0.7915562922134995
1080000,4.993726,-0.07742951,0.0011212006,0.06832625,0.00026849372,-0.8865399319234711,971.2,-0.8865400440990925
1140000,4.5046506,-0.0923789,0.0007948964,0.06757332,0.00026670462,-0.8697515464293482,951.516129032258,-0.8697516557069556
1200000,4.998803,-0.08765441,0.0018367281,0.06958955,0.0002649113,-0.7460460892347888,916.1692307692308,-0.7460461946634146
1260000,7.018085,-0.07869387,0.0009879101,0.07130869,0.0002631066,-0.7431937840850039,913.3076923076923,-0.7431938908421076
1320000,7.1445336,-0.08834301,0.0015596665,0.06996566,0.000261284,-0.6527393327884387,881.2272727272727,-0.6527394330072583
1380000,5.298403,-0.09003308,0.000399459,0.068519056,0.0002594995,-0.8659199343965156,943.3076923076923,-0.8659200418453951
1440000,6.2408147,-0.09116699,0.001090042,0.07172194,0.0002577131,-0.8691068290999252,957.3448275862069,-0.8691069386771013
1500000,5.4625363,-0.07766815,0.0026360224,0.06758968,0.00025589683,-0.6713558198188205,892.4558823529412,-0.6713559213368332
1560000,3.646983,-0.08386747,0.0006605167,0.070160925,0.0002540786,-0.9101280594468335,957.359375,-0.9101281677722
1620000,17.28575,-0.088667616,0.001215555,0.09885031,0.00025229144,-0.880203380162631,968.2758620689655,-0.8802034917191185
1680000,18.61683,-0.09853968,0.0008665,0.087814696,0.0002505029,-0.9077769823379044,958.1639344262295,-0.9077770927401839
1740000,7.1849594,-0.09129699,1.1205301e-05,0.07032595,0.00024868906,-0.9995773504807374,984.0,-0.9995774638148085
1800000,4.2267227,-0.09405106,0.0003442764,0.06669393,0.000246905,-0.9505048494153374,967.9344262295082,-0.9505049600952962
1860000,5.3735375,-0.093636274,0.0002491538,0.07188037,0.00024512067,-0.9531762039659336,971.6779661016949,-0.9531763156844397
1920000,7.0848927,-0.09763505,0.00010353783,0.07104346,0.00024330635,-0.9577999325081721,975.1147540983607,-0.9578000455484038
1980000,7.018041,-0.09837976,4.637784e-06,0.07014497,0.00024149081,-0.9996096085388055,984.0,-0.9996097218846122
2040000,4.948724,-0.097199574,0.0004689185,0.069488436,0.00023967573,-0.962555862645524,980.8983050847457,-0.9625559748481896
2100000,7.5317464,-0.09723118,0.00047652336,0.08053504,0.00023789352,-0.9488551048895622,968.0172413793103,-0.948855216839704
2160000,5.4423842,-0.098224334,0.00039335966,0.0676956,0.00023610746,-0.956511043230652,972.8412698412699,-0.9565111558943514
2220000,4.4511013,-0.09712397,3.8250846e-06,0.069730274,0.00023428632,-0.9995967053161415,984.0,-0.9995968186807248
2280000,5.290887,-0.09615639,0.0009859855,0.070821784,0.0002325013,-0.9085490851657133,961.0847457627119,-0.9085491975864112
2340000,4.8619695,-0.09692853,3.0331378e-06,0.06744336,0.00023071501,-0.9996413104313904,984.0,-0.9996414236595919
2400000,4.9110255,-0.096349195,0.00090677524,0.06710308,0.00022889234,-0.9086153184885356,954.9846153846154,-0.9086154287251142
2460000,3.4958515,-0.09606974,0.0005589858,0.07031404,0.00022710612,-0.9240289654335356,973.0967741935484,-0.9240290788152525
2520000,4.6059527,-0.09541677,0.000755742,0.06540493,0.00022531922,-0.8628609518427303,949.5254237288135,-0.8628610597323563
2580000,6.8996224,-0.09645845,0.00083944463,0.0690208,0.00022349315,-0.9154266005551714,966.8333333333334,-0.9154267101238172
2640000,4.3096485,-0.09505251,0.0004516615,0.06815395,0.00022170317,-0.9141605385964133,959.6363636363636,-0.9141606505621563
2700000,4.745464,-0.09438799,0.00086944946,0.06564271,0.00021991816,-0.8171612238621756,931.516129032258,-0.817161331433923
2760000,3.7801752,-0.09476851,0.0010255633,0.069236174,0.00021810006,-0.9068196050306977,957.2950819672132,-0.9068197156073617
2820000,3.4541023,-0.09067422,0.0004594876,0.06728911,0.00021628269,-0.9032196041915115,953.7377049180328,-0.9032197142722177
2880000,3.4715335,-0.09160156,0.00084054173,0.0705202,0.00021449437,-0.8212181182086968,927.7424242424242,-0.821218226048531
2940000,3.5263522,-0.08813522,0.0010455755,0.068874665,0.00021270226,-0.8654130487912716,948.7377049180328,-0.8654131565059795
3000000,3.4685397,-0.08616673,0.0010512312,0.06725977,0.00021087918,-0.7896374346353241,931.15625,-0.7896375402342528
3060000,3.4139042,-0.07464623,0.0019937821,0.06764375,0.00020909208,-0.6522311864187031,888.140625,-0.6522312864544801
3120000,4.5911856,-0.09236033,0.0005569018,0.07317559,0.0002073006,-0.917174535291408,965.3968253968254,-0.9171746458917384
3180000,3.460497,-0.09182705,0.00040549255,0.06749802,0.00020550999,-0.9184644480802461,967.7096774193549,-0.9184645596410959
3240000,4.643498,-0.09480285,0.001246637,0.0660985,0.00020371983,-0.8272166002806141,945.5666666666667,-0.8272167076046268
3300000,4.1055856,-0.09514536,0.0004863531,0.06833653,0.00020189633,-0.8697808854813625,949.968253968254,-0.8697809947743302
3360000,5.520368,-0.09263323,0.0007171729,0.06783584,0.00020008095,-0.9148289644604853,964.0967741935484,-0.9148290767184188
3420000,4.986045,-0.097248554,0.00019059422,0.06620015,0.0001982965,-0.9554473900199686,973.9491525423729,-0.9554475023079727
3480000,3.4189506,-0.090879664,0.0003445629,0.06978746,0.00019651253,-0.951862227779023,969.344262295082,-0.9518623385639464
3540000,3.418938,-0.09429921,0.00036845708,0.06546975,0.00019470073,-0.95300961028378,969.9354838709677,-0.9530097225741032
3600000,3.417385,-0.095198296,0.000827603,0.068218306,0.00019288642,-0.9152599322391325,966.65,-0.9152600444232424
3660000,3.4163518,-0.0894498,0.0014203232,0.06860796,0.00019110132,-0.8425902560683748,956.4677419354839,-0.8425903646575827
3720000,3.4156077,-0.09107277,0.00020371522,0.06913933,0.00018932334,-0.9086570763012989,956.936507936508,-0.9086571873890029
3780000,3.4148133,-0.09537521,1.9973806e-05,0.06919193,0.00018751071,-0.9996199311198628,984.0,-0.9996200446039438
3840000,3.413574,-0.08428962,0.0010803387,0.06723867,0.00018569484,-0.8750870300263481,956.758064516129,-0.8750871395271632
3900000,3.403323,-0.083355,0.00097322545,0.66644114,0.00018390719,-0.82409670863877,938.3548387096774,-0.8240968169824731
3960000,3.4172845,-0.087054774,0.00039099698,0.06850817,0.00018212009,-0.9532965978015757,971.3,-0.9532967095573743
4020000,3.412226,-0.09487566,0.00043615006,0.06898168,0.00018030434,-0.8616602500641464,942.031746031746,-0.8594387498113417
4080000,3.4147615,-0.09713999,0.00028274336,0.06774467,0.0001784952,-0.9530579973769847,969.983870967742,-0.9537936958765226
4140000,3.4153175,-0.09478472,0.0010956362,0.06785928,0.00017668633,-0.8270158071832229,939.1587301587301,-0.827015915264686
4200000,3.4156454,-0.08512237,0.00047202426,0.066611774,0.00017490562,-0.9086032665834257,960.0833333333334,-0.9086033778886
4260000,3.4166448,-0.09861093,0.00055079575,0.067468666,0.00017312262,-0.9995732644546176,984.0,-0.9995733780165513
4320000,3.5302556,-0.09443167,0.0005266777,0.06658126,0.00017130544,-0.9151808859012182,963.3650793650794,-0.9151809968882136
4380000,3.4180582,-0.09575734,0.000513906,0.069267005,0.00016949055,-0.9035179659105899,953.9508196721312,-0.9035180743600502
4440000,3.414544,-0.09239681,0.0009678044,0.06978567,0.00016767537,-0.8721540321526309,955.2622950819672,-0.8721541445396963
4500000,3.4173625,-0.093179174,6.927025e-06,0.06885698,0.00016589393,-0.9996745073844746,984.0,-0.9996746206435106
4560000,3.4166918,-0.09539528,0.000328309,0.06895722,0.00016410925,-0.953535416476605,970.3709677419355,-0.9535355284329383
4620000,3.4180768,-0.08063502,0.0006887405,0.06602344,0.00016228486,-0.8786063845238401,960.1290322580645,-0.8786064966792061
4680000,3.4196198,-0.08781692,0.0003542412,0.06543374,0.00016049846,-0.9155868180826131,965.7704918032787,-0.9155869307454492
4740000,4.1649365,-0.096054725,0.0009268864,0.06884312,0.00015871046,-0.9149832655889137,966.2666666666667,-0.9149833777919412
4800000,6.0289545,-0.09890924,0.0003525016,0.0694486,0.00015688504,-0.9529321898618007,969.758064516129,-0.9529323016683902
4860000,4.9309673,-0.08950688,0.0007752226,0.0677589,0.00015509516,-0.8644856477464874,944.6825396825396,-0.8644857575141248
4920000,3.8764956,-0.095529124,0.00014141855,0.069060214,0.00015330332,-0.9598338289336317,978.1694915254237,-0.9598339417223203
4980000,3.967007,-0.09865672,2.0943864e-06,0.071636625,0.00015151025,-0.9996265977846633,984.0,-0.9996267112592856
5040000,4.3488226,-0.09946844,1.9792255e-06,0.081835434,0.0001497235,-0.9996064884967903,984.0,-0.9996066020160425
5100000,11.586306,-0.09712014,0.00025882752,0.07047103,0.00014790824,-0.9512622264074543,968.688524590164,-0.9512623372014428
5160000,4.7260523,-0.09254766,0.0002678244,0.07293335,0.00014608921,-0.9502065996731592,968.15,-0.9502067110190789
5220000,4.94803,-0.09314799,8.5027954e-05,0.07212283,0.00014429886,-0.9515737028843552,968.9344262295082,-0.9515738142196273
5280000,6.1894703,-0.096760154,4.7078993e-06,0.0687682,0.00014251017,-0.9996165977868562,984.0,-0.9996167112762729
5340000,5.113791,-0.083866455,0.00022975297,0.06793148,0.00014069186,-0.9996294393156442,984.0,-0.9996295527967273
5400000,5.070236,-0.097849645,6.918174e-05,0.06714561,0.0001389067,-0.950733266077926,968.6666666666666,-0.950733378653725
5460000,3.8786495,-0.100151494,0.0007879304,0.06969415,0.00013711581,-0.9181838036928375,967.3387096774194,-0.918183914295608
5520000,4.538363,-0.09582187,0.00064303796,0.07226747,0.00013529831,-0.8098515483326346,924.2096774193549,-0.8098516551957976
5580000,10.012607,-0.08636812,4.1299718e-05,0.07045823,0.00013348262,-0.9527257388023915,969.516129032258,-0.9527258510070462
5640000,4.222495,-0.09841936,2.3480957e-06,0.066047266,0.00013169473,-0.9997199311163665,984.0,-0.9997200449928642
5700000,5.0023346,-0.099173255,1.2806142e-05,0.070276685,0.00012990709,-0.999704849150759,984.0,-0.9997049629932544
5760000,3.9649718,-0.09205229,0.0006392795,0.067038685,0.00012808904,-0.9082964831383112,961.948275862069,-0.908296594588921
5820000,3.4170039,-0.10026042,0.00045818184,0.06749884,0.0001263004,-0.953371360909567,969.6507936507936,-0.9533714724202005
5880000,4.900932,-0.09316455,2.3612021e-05,0.0678317,0.00012451233,-0.9997212425920136,984.0,-0.9997213564690997
5940000,3.853163,-0.09720734,2.8869154e-06,0.06821258,0.0001226958,-0.9997032644510909,984.0,-0.9997033782924215
6000000,3.4802656,-0.08488831,0.0010188816,0.0703402,0.00012088089,-0.8127671484234285,929.0983606557377,-0.8127672543413327
6060000,3.6467168,-0.09471618,0.00031230287,0.068369105,0.000119092714,-0.9595840588925288,975.7460317460317,-0.9595841718098473
6120000,3.4872503,-0.09381341,0.0006863498,0.06512309,0.00011730269,-0.9043450944356606,953.6129032258065,-0.902780371122673
6180000,3.4271758,-0.0951597,0.0008620102,0.065479055,0.00011548654,-0.8640196037664342,947.2786885245902,-0.8662097188493898
6240000,3.4193032,-0.07836399,0.0011657785,0.06906183,0.00011370196,-0.8681289675019328,949.758064516129,-0.8681290778782098
6300000,3.418929,-0.09591146,0.00064853724,0.06895071,0.00011192224,-0.9122547724755057,961.4516129032259,-0.9122548853798259
6360000,3.4189382,-0.09514365,1.4083867e-05,0.06807294,0.000110108616,-0.9996499311181348,984.0,-0.9996500451117754
6420000,3.418938,-0.0958295,0.00019479622,0.06573936,0.000108293316,-0.95096386577476,968.360655737705,-0.9509639772968214
6480000,3.4205556,-0.0847518,0.0011407539,0.06927027,0.000106480074,-0.8662064910363444,949.5081967213115,-0.8662066007124596
6540000,3.4239051,-0.09547185,0.0004241597,0.06675113,0.00010469726,-0.9105124313036868,957.734375,-0.9105125411297195
6600000,3.4189382,-0.094638966,0.00066342036,0.06487055,0.00010291337,-0.9506440001867428,969.0508474576271,-0.9506441104715153
6660000,3.418938,-0.096023574,3.4428529e-06,0.068946615,0.00010109566,-0.9996818983316665,984.0,-0.999682011724007
6720000,3.418938,-0.09361409,0.00036804267,0.06707788,9.9280594e-05,-0.902383540629373,952.7868852459017,-0.9023836488362218
6780000,3.418938,-0.0947786,7.078828e-06,0.069243714,9.749677e-05,-0.9996917343967533,984.0,-0.9996918482614345
6840000,3.4189382,-0.09958381,1.0068726e-06,0.067534074,9.571209e-05,-0.9997287446751864,984.0,-0.9997288585340572
6900000,3.4189267,-0.08379814,0.0004955158,0.0680469,9.389647e-05,-0.952041868198355,968.8548387096774,-0.9520419795787142
6960000,3.418938,-0.08416583,0.0003130486,0.06814259,9.2081e-05,-0.9501699324609945,968.0666666666667,-0.9501700444146991
7020000,3.418938,-0.087761275,6.021215e-05,0.066887215,9.02968e-05,-0.9996917343967533,984.0,-0.9996918482614345
7080000,3.4350731,-0.09500643,0.0011419405,0.06935351,8.851223e-05,-0.8759999347177475,959.0327868852459,-0.8760000447757909
7140000,3.4188952,-0.0907254,0.000110198926,0.07158733,8.669683e-05,-0.9548392767541313,972.0983606557377,-0.9548393898933637
7200000,3.418938,-0.09838243,8.6918993e-07,0.067665435,8.4879866e-05,-0.9996982362008875,984.0,-0.9996983500481662
7260000,3.418938,-0.098638855,7.011717e-07,0.06739448,8.309564e-05,-0.9997063827280316,984.0,-0.9997064965747057
